Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
P1_02N_B5497,SAMARAND ROAD BRIDGE (K101),Bridge,Bridge,2012/11/06,02N,P1,23.80,2022/06/30,2016/06/25,13864611.00,23830170.00,26187000.00,14500.00,12307889.00,30100,50.00,17.40,7.93,,,,,,,,,,,,,1.00,0.53,47
P1_02N_B59,Hennops River,Bridge,Bridge,2012/10/17,02N,P1,11.93,2022/06/30,2016/06/28,984743.00,4641251.00,4958072.00,86200.00,3887129.00,30100,23.20,7.10,4.00,,,,,,,,,,,,,1.00,0.216,121
K27_01N_B5144B,K27 over Hospital Road ,Bridge,Bridge,2012/10/17,01N,K27,55.66,2022/06/30,2016/06/24,7862105.00,14367588.00,14899500.00,34630.00,7002765.00,30100,33.00,15.00,7.00,,,,,,,,,,,,,1.00,0.53,47
K27_01N_IDC1799,Groenvoer Farm underpass,Major Culvert,Culvert Major,2012/10/17,01N,K27,49.80,2022/06/30,2016/06/20,151147.00,256725.00,256725.00,0.00,105578.00,24450,,,,,3.5,3,0.00,,,,,,,,,,0.589,47
P123_01N_IDC1431,Tributary to Kleinrivier,Major Culvert,Culvert Major,2012/10/23,01N,P123,15.80,2022/06/30,2016/05/10,1207590.00,1866471.00,2059668.00,5040.00,847038.00,24450,,,,,7.8,10.8,1.20,,,,,,,,,,0.589,47
P119_01N_B2401,Edenvale Road Bridge,Bridge,Bridge,2012/11/05,01N,P119,1.40,2022/06/30,2016/07/25,26222342.00,43422944.00,54035520.00,146990.00,27666188.00,30100,40.80,44.00,7.00,,,,,,,,,,,,,1.00,0.488,53
P123_01N_IDC1346,Tributary to Kleinrivier,Major Culvert,Culvert Major,2012/10/23,01N,P123,12.90,2022/06/30,2016/05/21,570381.00,931187.00,972621.00,2250.00,399990.00,24450,,,,,3.9,10.2,1.40,,,,,,,,,,0.589,47
P140_01N_IDC0983,"Culvert (031), Rietspruit",Major Culvert,Culvert Major,2012/10/11,01N,P140,3.90,2022/06/30,2016/06/10,276217.00,495112.00,495112.50,15280.00,203615.00,24450,,,,,4.5,4.5,0.00,,,,,,,,,,0.589,47
P126_01N_B5409A,Constantia Park Underpass,Bridge,Bridge,2012/11/08,01N,P126,3.10,2022/06/30,2016/03/30,4759917.00,8424806.00,8999900.00,10030.00,4229953.00,30100,23.00,13.00,6.00,,,,,,,,,,,,,1.00,0.53,47
P126_01N_C4350,Tributory to Rietspruit,Major Culvert,Culvert Major,2012/10/10,01N,P126,6.10,2022/06/30,2016/05/12,2255130.00,3732763.00,3898854.00,40320.00,1603404.00,29350,,,,,8.2,16.2,3.00,,,,,,,,,,0.589,47
D321_IDC2910,Drainage,Major Culvert,Culvert Major,2012/10/24,,D321,,2022/06/30,2016/04/28,653169.00,1028625.00,1114920.00,3240.00,458511.00,24450,,,,,4,11.4,1.00,,,,,,,,,,0.589,47
P111_01N_B5025A,Tributory to Loopspruit river C1,Bridge,Bridge Cellular,2012/10/09,01N,P111,2.50,2022/06/30,2016/05/18,2108427.00,3555765.00,3581192.00,0.00,1472765.00,24450,,,,,9.7,15.1,1.00,,,,,,,,,,0.589,47
P126_01N_B1183,Hendrik Potgieter Rd (P126-1) over Crocodile River,Bridge,Bridge,2012/11/10,01N,P126,16.20,2022/06/30,2016/04/02,3896755.00,7023493.00,7509348.00,83200.00,3529393.00,30100,16.20,15.40,6.00,,,,,,,,,,,,,1.00,0.53,47
P129_01N_IDC1360,Drainage,Major Culvert,Culvert Major,2012/10/17,01N,P129,2.30,2022/06/30,2016/05/30,668396.00,1075846.00,1176045.00,24000.00,483649.00,24450,,,,,7.4,6.5,0.00,,,,,,,,,,0.589,47
P126_01N_B5411B,Constantia Boulevard Underpass,Bridge,Bridge,2012/11/08,01N,P126,2.80,2022/06/30,2016/03/30,4766306.00,8536460.00,9039030.00,24380.00,4248344.00,30100,23.10,13.00,6.00,,,,,,,,,,,,,1.00,0.53,47
P126_01N_C5261,Hendrik Potgieter Road (P126-1) over River\Stream,Major Culvert,Culvert Major,2012/11/01,01N,P126,7.80,2022/06/30,2016/05/17,822802.00,1413603.00,1587248.00,111690.00,652756.00,29350,,,,,10.4,5.2,3.00,,,,,,,,,,0.589,47
P119_01N_B2404,Isando Road Bridge,Bridge,Bridge,2012/11/05,01N,P119,5.60,2022/06/30,2016/06/23,43180975.00,76228865.00,88700100.00,104670.00,45414451.00,45140,50.00,39.30,8.50,,,,,,,,,,,,,1.00,0.488,53
P126_01N_IDC0552,Tributory to Rietspruit,Major Culvert,Culvert Major,2012/10/10,01N,P126,7.00,2022/06/30,2016/05/12,836457.00,1424946.00,1424946.00,2480.00,586009.00,24450,,,,,3.1,18.8,2.00,,,,,,,,,,0.589,47
P126_01N_B5454A,Hendrik Potgieter Road (P126-1) over Hillfox underpass,Bridge,Bridge,2012/11/01,01N,P126,4.10,2022/06/30,2016/04/08,7447244.00,10311381.00,10369450.00,18760.00,2903446.00,30100,26.50,13.00,7.20,,,,,,,,,,,,,1.00,0.72,28
P129_01N_C5531,Drainage,Major Culvert,Culvert Major,2012/10/17,01N,P129,4.20,2022/06/30,2016/05/30,644893.00,1095360.00,1095360.00,0.00,450467.00,24450,,,,,7,6.4,0.00,,,,,,,,,,0.589,47
P103_02N_IDB1908,LINDLEY FARM BRIDGE B1,Bridge,Bridge,2012/11/01,02N,P103,8.60,2022/06/30,2016/04/04,3172240.00,5791842.00,6020000.00,18360.00,2829400.00,30100,10.00,20.00,5.00,,,,,,,,,,,,,1.00,0.53,47
P126_01N_B5548B,Hendrik Potgieter Rd (P126-1) under Christiaan De Wet Rd (P139-1),Bridge,Bridge,2012/11/01,01N,P126,6.10,2022/06/30,2016/04/08,11097451.00,20142673.00,20986320.00,25300.00,9863571.00,30100,49.10,14.20,7.20,,,,,,,,,,,,,1.00,0.53,47
P151_01N_IDC1886,Eeufees Rd over Tributary,Major Culvert,Culvert Major,2012/10/31,01N,P151,0.70,2022/06/30,2016/04/30,92512.00,179652.00,184903.10,16350.00,76041.00,24450,,,,,2.75,2.75,1.00,,,,,,,,,,0.589,47
P126_01N_B5410A,14th Ave Underpass,Bridge,Bridge,2012/11/08,01N,P126,3.00,2022/06/30,2016/03/30,9386542.00,17527360.00,17725890.00,8180.00,8331168.00,30100,45.30,13.00,7.20,,,,,,,,,,,,,1.00,0.53,47
P126_01N_B5409B,Constantia Park Underpass,Bridge,Bridge,2012/11/08,01N,P126,3.10,2022/06/30,2016/03/30,4605477.00,8825302.00,8999900.00,164470.00,4229953.00,30100,23.00,13.00,6.00,,,,,,,,,,,,,1.00,0.53,47
P123_01N_B1343,Hartbeesfontein Bridge 1343,Bridge,Bridge,2012/10/03,01N,P123,2.50,2022/06/30,2016/03/31,2036346.00,3560782.00,3973200.00,69450.00,1867404.00,30100,15.00,8.80,4.80,,,,,,,,,,,,,1.00,0.53,47
P122_01N_B1152,Sesmyl River Bridge,Bridge,Bridge,2012/11/06,01N,P122,11.00,2022/06/30,2016/07/26,2344241.00,4234497.00,4719680.00,157190.00,2218249.00,30100,16.00,9.80,6.35,,,,,,,,,,,,,1.00,0.53,47
P122_01N_IDC2286,Culvert on Route P122/1 at 16.3km,Major Culvert,Culvert Major,2012/11/06,01N,P122,16.30,2022/06/30,2016/04/29,618581.00,709016.00,766752.00,7280.00,140891.00,24450,,,,,5.6,5.6,0.50,,,,,,,,,,0.816,21
P126_01N_C2071,Tributory to Rietspruit River,Bridge,Bridge Cellular,2012/10/10,01N,P126,19.10,2022/06/30,2016/05/12,908288.00,1546952.00,1546952.00,2480.00,636184.00,24450,,,,,3.7,17.1,1.00,,,,,,,,,,0.589,47
P140_01N_B4511,Rail over Road Diana Rd near Glenroy Station,Bridge,Bridge,2012/10/13,01N,P140,4.23,2022/06/30,2016/04/28,6496508.00,9719967.00,10337090.00,15860.00,3824724.00,30100,24.10,14.25,5.14,,,,,,,,,,,,,1.00,0.63,37
P126_01N_C1112,Hendrik Potgieter Road (P126-1) over River\Stream,Major Culvert,Culvert Major,2012/11/01,01N,P126,9.60,2022/06/30,2016/05/12,1255018.00,1745444.00,2136930.00,3100.00,878812.00,24450,,,,,9.5,9.2,2.00,,,,,,,,,,0.589,47
P126_01N_B4170,Hendrik Potgieter Rd (P126/1) under JG Strijdom Rd (M69),Bridge,Bridge,2012/11/02,01N,P126,3.50,2022/06/30,2016/04/08,36174394.00,61505665.00,63723240.00,147850.00,27400992.00,45140,69.20,20.40,8.20,,,,,,,,,,,,,1.00,0.57,43
P126_01N_C5536,Tributory to Rietspruit 5536,Major Culvert,Culvert Major,2012/10/10,01N,P126,19.90,2022/06/30,2016/05/12,1805125.00,3066030.00,3066030.00,0.00,1260905.00,24450,,,,,7.6,16.5,1.00,,,,,,,,,,0.589,47
P106_01N_IDC2342,"513 Culvert, on the R513",Major Culvert,Culvert Major,2012/11/07,01N,P106,13.38,2022/06/30,2016/03/30,63149.00,123659.00,138631.50,18470.00,57012.00,24450,,,,,2.7,2.1,1.00,,,,,,,,,,0.589,47
P126_01N_IDC0543,Tributory to Rietspruit,Major Culvert,Culvert Major,2012/10/10,01N,P126,15.60,2022/06/30,2016/05/12,2469419.00,4198554.00,4198554.00,2480.00,1726655.00,24450,,,,,10.6,16.2,2.00,,,,,,,,,,0.589,47
P119_01N_B2402A,Shelton Avenue Bridge A,Bridge,Bridge,2012/11/05,01N,P119,4.60,2022/06/30,2016/07/25,11725007.00,19810514.00,22186710.00,33950.00,10427753.00,30100,37.80,19.50,5.05,,,,,,,,,,,,,1.00,0.53,47
P126_01N_B5411A,Constantia Boulevard Underpass,Bridge,Bridge,2012/11/08,01N,P126,2.80,2022/06/30,2016/03/30,4776486.00,8838363.00,9039030.00,14200.00,4248344.00,30100,23.10,13.00,6.00,,,,,,,,,,,,,1.00,0.53,47
P140_01N_B1741,Road over Rail R550 near Silos,Bridge,Bridge,2012/10/13,01N,P140,8.94,2022/06/30,2016/04/28,2015420.00,3423875.00,3913000.00,58470.00,1839110.00,30100,10.40,12.50,4.86,,,,,,,,,,,,,1.00,0.53,47
P111_01N_B5111,Rietfontein Bridge 5111,Bridge,Bridge,2012/10/11,01N,P111,0.70,2022/06/30,2016/04/18,9088068.00,16532087.00,17197640.00,26680.00,8082888.00,30100,87.90,6.50,5.13,,,,,,,,,,,,,1.00,0.53,47
P106_01N_IDC2414,"515 Culvert, on the R513",Major Culvert,Culvert Major,2012/11/07,01N,P106,17.53,2022/06/30,2016/03/30,697792.00,1198050.00,1198050.00,7560.00,492698.00,24450,,,,,7,7,2.00,,,,,,,,,,0.589,47
P103_01N_B2512,KAYA SANDS RIVER BRIDGE ,Bridge,Bridge,2012/11/13,01N,P103,12.05,2022/06/30,2016/04/05,6347879.00,10785334.00,12002380.00,13380.00,5641116.00,30100,27.50,14.50,5.43,,,,,,,,,,,,,1.00,0.53,47
P126_01N_B5410B,14th Avenue Underpass,Bridge,Bridge,2012/11/08,01N,P126,3.00,2022/06/30,2016/03/30,9348382.00,17488364.00,17725890.00,46340.00,8331168.00,30100,45.30,13.00,7.20,,,,,,,,,,,,,1.00,0.53,47
P103_02N_B2118,Lindley Bridge 2118,Bridge,Bridge,2012/10/02,02N,P103,5.70,2022/06/30,2016/04/04,8440318.00,16055896.00,17981740.00,118990.00,9422432.00,30100,58.00,10.30,5.50,,,,,,,,,,,,,1.00,0.476,56
P111_01N_B5025B,Tributory to Loopspruit  River C5025B,Bridge,Bridge Cellular,2012/10/09,01N,P111,2.50,2022/06/30,2016/05/18,2230431.00,3789261.00,3789261.00,496.00,1558334.00,24450,,,,,12.3,12.6,1.00,,,,,,,,,,0.589,47
P123_01N_IDC1506,Tributary to Kleinrivier,Major Culvert,Culvert Major,2012/10/23,01N,P123,17.00,2022/06/30,2016/05/10,517613.00,678488.00,904650.00,15000.00,372037.00,24450,,,,,3.7,10,1.00,,,,,,,,,,0.589,47
P123_01N_B950,Hekpoort Bridge 950,Bridge,Bridge,2012/10/04,01N,P123,8.90,2022/06/30,2016/03/31,5130840.00,9386310.00,10157250.00,252500.00,4773905.00,30100,39.70,8.50,3.25,,,,,,,,,,,,,1.00,0.53,47
P123_01N_IDC1419,Tributary to Kleinriver,Major Culvert,Culvert Major,2012/10/23,01N,P123,15.10,2022/06/30,2016/05/10,628842.00,1026694.00,1072377.00,2520.00,441015.00,24450,,,,,4.3,10.2,2.00,,,,,,,,,,0.589,47
P119_01N_B2402B,Shelton Avenue Bridge B,Bridge,Bridge,2012/11/05,01N,P119,4.60,2022/06/30,2016/07/25,11739197.00,20453928.00,22186710.00,19760.00,10427753.00,30100,37.80,19.50,5.41,,,,,,,,,,,,,1.00,0.53,47
P106_01N_IDC2352,"514 Culvert, on the R513",Major Culvert,Culvert Major,2012/11/07,01N,P106,15.93,2022/06/30,2016/03/30,1.00,256278.00,264150.00,375750.00,108632.00,29350,,,,,3,3,3.00,,,,,,,,,,0.589,47
P126_01N_B5548A,Hendrik Potgieter Rd (P126-1) under Christiaan De Wet Rd (P139-1),Bridge,Bridge,2012/11/01,01N,P126,6.10,2022/06/30,2016/04/08,13207701.00,24754388.00,24976680.00,29940.00,11739039.00,30100,49.10,16.90,7.20,,,,,,,,,,,,,1.00,0.53,47
P103_02N_B2221,Renosterspruit Bridge 2221,Bridge,Bridge,2012/10/02,02N,P103,12.20,2022/06/30,2016/04/04,2815523.00,5486819.00,6125049.00,100000.00,3209526.00,30100,17.10,11.90,6.60,,,,,,,,,,,,,1.00,0.476,56
P126_01N_B5454B,Hendrik Potgieter Road (P126-1) over Hillfox underpass,Bridge,Bridge,2012/11/01,01N,P126,4.10,2022/06/30,2016/04/08,7349270.00,10127267.00,10212030.00,3390.00,2859367.00,30100,26.30,12.90,7.20,,,,,,,,,,,,,1.00,0.72,28
P103_01N_B2733,KLEIN JUSKEI RIVER BRIDGE ,Bridge,Bridge,2012/11/13,01N,P103,7.10,2022/06/30,2016/04/05,37558055.00,40499060.00,42756610.00,67760.00,5130793.00,45140,32.00,29.60,9.76,,,,,,,,,,,,,1.00,0.88,12
P123_01N_IDC1720,Tributary to Kleinrivier,Major Culvert,Culvert Major,2012/10/23,01N,P123,13.30,2022/06/30,2016/05/10,1595031.00,2595527.00,2711016.00,1080.00,1114905.00,24450,,,,,11.2,9.9,1.00,,,,,,,,,,0.589,47
P140_01N_C4585,"Culvert (039), Tributary to Blesbokspruit",Major Culvert,Culvert Major,2012/10/11,01N,P140,15.00,2022/06/30,2016/06/10,1304377.00,1542843.00,2253312.00,22260.00,926675.00,24450,,,,,9.6,9.6,0.00,,,,,,,,,,0.589,47
P122_01N_IDC1892,STORMWATER CULVERT,Major Culvert,Culvert Major,2012/10/31,01N,P122,5.40,2022/06/30,2016/06/20,118456.00,207862.00,213937.50,7500.00,87982.00,24450,,,,,3.5,2.5,0.50,,,,,,,,,,0.589,47
P126_01N_IDC0535,Tributory to Rietspruit,Major Culvert,Culvert Major,2012/10/10,01N,P126,20.50,2022/06/30,2016/05/12,3532628.00,5488999.00,6000218.00,0.00,2467589.00,34240,,,,,5.2,33.7,6.00,,,,,,,,,,0.589,47
P106_01N_IDC2334,"512 Culvert, Tributary to Sand Rivier",Major Culvert,Culvert Major,2012/11/07,01N,P106,10.57,2022/06/30,2016/03/30,129554.00,204426.00,220050.00,0.00,90496.00,24450,,,,,3,3,2.00,,,,,,,,,,0.589,47
P140_01N_B4512,Rail over Road near Glenroy Station 2,Bridge,Bridge,2012/10/13,01N,P140,4.00,2022/06/30,2016/04/28,2856446.00,4475116.00,4551120.00,10760.00,1683914.00,30100,24.00,6.30,6.98,,,,,,,,,,,,,1.00,0.63,37
P156_02N_B3174B,-,Bridge,Bridge,2012/10/25,02N,P156,32.75,2022/06/30,2016/05/12,22288779.00,39407048.00,42236920.00,96790.00,19851351.00,30100,77.10,18.20,6.08,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B4820B,-,Bridge,Bridge,2012/10/25,02N,P156,37.30,2022/06/30,2016/05/11,32674009.00,58553242.00,61719450.00,37300.00,29008139.00,30100,144.40,14.20,6.33,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B3240B,Mitchel Road,Bridge,Bridge,2012/10/18,01N,P156,4.80,2022/06/30,2016/06/04,11992040.00,21666506.00,22677940.00,27270.00,10658632.00,30100,43.30,17.40,5.81,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B3873,"Heidelberg Rd (M31, P4/1) Ramp to South Rand Rd west (P156/1)",Bridge,Bridge,2012/10/30,01N,P156,1.00,2022/06/30,2016/06/04,23339651.00,38693886.00,41835750.00,88370.00,18407731.00,45140,66.20,14.00,8.00,,,,,,,,,,,,,1.00,0.56,44
P155_01N_IDC1547,Drainage,Major Culvert,Culvert Major,2012/10/18,01N,P155,11.95,2022/06/30,2016/05/31,395558.00,665157.00,684600.00,7500.00,281542.00,24450,,,,,5.6,5,1.00,,,,,,,,,,0.589,47
P156_01N_B3874,"Ramp from Heidelberg Road (M31, P4/1) to South Rand Road (P156/1) crossing over Heidelberg Road",Bridge,Bridge,2012/10/30,01N,P156,1.00,2022/06/30,2016/06/04,19796745.00,32893252.00,35452960.00,56910.00,15599301.00,45140,56.10,14.00,8.00,,,,,,,,,,,,,1.00,0.56,44
P156_02N_B3030,-,Bridge,Bridge,2012/10/21,02N,P156,18.80,2022/06/30,2016/05/16,22305246.00,40774857.00,42188160.00,54480.00,19828434.00,30100,87.60,16.00,6.04,,,,,,,,,,,,,1.00,0.53,47
P155_01N_IDB2051,-,Bridge,Bridge,2012/10/26,01N,P155,10.80,2022/06/30,2016/05/10,6763257.00,11917529.00,12849090.00,46760.00,6039071.00,30100,23.20,18.40,2.10,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3062,-,Bridge,Bridge,2012/10/19,02N,P156,4.00,2022/06/30,2016/04/20,16597540.00,29582280.00,31554430.00,126310.00,14830582.00,30100,72.80,14.40,5.70,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3174A,-,Bridge,Bridge,2012/10/25,02N,P156,32.75,2022/06/30,2016/05/12,22279759.00,38900203.00,42236920.00,105810.00,19851351.00,30100,77.10,18.20,5.93,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B3242,-,Bridge,Bridge,2012/10/18,01N,P156,7.10,2022/06/30,2016/06/04,41208288.00,73423257.00,78134780.00,203150.00,36723346.00,30100,76.80,33.80,6.24,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B530A,Klip River,Bridge,Bridge,2012/10/19,01N,P156,18.70,2022/06/30,2016/04/25,27275877.00,48204155.00,51621500.00,83520.00,24262103.00,30100,98.00,17.50,5.71,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3032,-,Bridge,Bridge,2012/10/21,02N,P156,21.60,2022/06/30,2016/05/16,5942889.00,11015156.00,11234220.00,11250.00,5280084.00,30100,95.70,3.90,5.70,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3165B,-,Bridge,Bridge,2012/10/23,02N,P156,29.20,2022/06/30,2016/05/13,12365914.00,22281308.00,23994520.00,351180.00,11277422.00,30100,43.80,18.20,6.01,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B3241,Burg Bridge,Bridge,Bridge,2012/10/18,01N,P156,5.80,2022/06/30,2016/06/04,15568142.00,26906124.00,29580170.00,109350.00,13902680.00,30100,70.70,13.90,6.29,,,,,,,,,,,,,1.00,0.53,47
P155_01N_IDC1515,Drainage,Major Culvert,Culvert Major,2012/10/17,01N,P155,5.10,2022/06/30,2016/05/30,349231.00,705998.00,737412.00,84920.00,303261.00,24450,,,,,5.8,5.2,0.50,,,,,,,,,,0.589,47
P156_01N_B958A,-,Bridge,Bridge,2012/10/19,01N,P156,2.60,2022/06/30,2016/06/04,4206720.00,7591119.00,7967169.00,15880.00,3744569.00,30100,15.30,17.30,5.72,,,,,,,,,,,,,1.00,0.53,47
P155_01N_B3961,-,Bridge,Bridge,2012/10/26,01N,P155,1.50,2022/06/30,2016/05/11,34656828.00,58883733.00,65703780.00,166180.00,30880776.00,30100,74.50,29.30,6.27,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3166A,-,Bridge,Bridge,2012/10/24,02N,P156,30.30,2022/06/30,2016/05/12,37391927.00,68195250.00,70719950.00,89650.00,33238375.00,30100,127.00,18.50,5.99,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3169,-,Bridge,Bridge,2012/10/23,02N,P156,30.30,2022/06/30,2016/05/13,13579562.00,24118490.00,25773120.00,80195.00,12113367.00,30100,68.50,12.50,5.66,,,,,,,,,,,,,1.00,0.53,47
P155_01N_B3960,-,Bridge,Bridge,2012/10/26,01N,P155,0.30,2022/06/30,2016/05/11,16525645.00,29694764.00,31340120.00,84620.00,14729855.00,30100,76.00,13.70,6.04,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3180,-,Bridge,Bridge,2012/10/25,02N,P156,37.30,2022/06/30,2016/05/11,26084394.00,47828508.00,49368820.00,81080.00,23203342.00,30100,122.40,13.40,6.56,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3034B,-,Bridge,Bridge,2012/10/21,02N,P156,22.50,2022/06/30,2016/05/13,11688916.00,20150247.00,22206580.00,80570.00,10437090.00,30100,42.40,17.40,5.73,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B3060A,Drainage,Bridge,Bridge Cellular,2012/10/14,01N,P156,18.00,2022/06/30,2016/06/02,1312852.00,2394144.00,2394144.00,96700.00,984592.00,24450,,,,,10.2,9.6,1.50,,,,,,,,,,0.589,47
P155_01N_IDC1522,Underpass,Major Culvert,Culvert Major,2012/10/17,01N,P155,11.20,2022/06/30,2016/05/31,477292.00,803063.00,848904.00,22500.00,349112.00,24450,,,,,6.2,5.6,0.20,,,,,,,,,,0.589,47
P156_02N_B3063A,Klip River,Bridge,Bridge,2012/10/20,02N,P156,4.20,2022/06/30,2016/04/20,5688878.00,10460758.00,10831180.00,51650.00,5090656.00,30100,20.80,17.30,3.76,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B3243,-,Bridge,Bridge,2012/10/18,01N,P156,10.10,2022/06/30,2016/04/25,15248957.00,29005874.00,29622010.00,450710.00,13922345.00,30100,70.80,13.90,6.22,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3068A,-,Bridge,Bridge,2012/10/20,02N,P156,15.40,2022/06/30,2016/05/16,6472415.00,11207765.00,12536650.00,172010.00,5892225.00,30100,24.50,17.00,4.50,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3165A,-,Bridge,Bridge,2012/10/23,02N,P156,29.20,2022/06/30,2016/05/13,12361134.00,22602833.00,23994520.00,355960.00,11277422.00,30100,43.80,18.20,5.48,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3172A,-,Bridge,Bridge,2012/10/24,02N,P156,31.80,2022/06/30,2016/05/12,21083484.00,37831450.00,39936080.00,82640.00,18769956.00,30100,72.90,18.20,5.25,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3172B,-,Bridge,Bridge,2012/10/24,02N,P156,31.90,2022/06/30,2016/05/12,20851413.00,37371802.00,39769930.00,226650.00,18691865.00,30100,72.20,18.30,5.76,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B3061,-,Bridge,Bridge,2016/04/25,01N,P156,20.20,2022/06/30,2016/04/25,22613243.00,41557080.00,43297640.00,334510.00,20349891.00,30100,101.30,14.20,5.94,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B3244,-,Bridge,Bridge,2012/10/18,01N,P156,11.00,2022/06/30,2016/04/25,14693571.00,27982486.00,28556470.00,441360.00,13421541.00,30100,70.80,13.40,6.60,,,,,,,,,,,,,1.00,0.53,47
P156_01N_B3246A,-,Bridge,Bridge,2012/10/19,01N,P156,16.20,2022/06/30,2016/04/25,3579979.00,6511344.00,6833904.00,41990.00,3211935.00,30100,13.20,17.20,4.80,,,,,,,,,,,,,1.00,0.53,47
P155_01N_IDC1539,Drainage,Major Culvert,Culvert Major,2012/10/17,01N,P155,11.93,2022/06/30,2016/05/31,400058.00,674879.00,684600.00,3000.00,281542.00,24450,,,,,5.6,5,1.00,,,,,,,,,,0.589,47
P156_01N_B530B,-,Bridge,Bridge,2016/04/25,01N,P156,18.70,2022/06/30,2016/04/25,27235457.00,46283839.00,51621500.00,123940.00,24262103.00,30100,98.00,17.50,4.54,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3069,-,Bridge,Bridge,2012/10/20,02N,P156,16.40,2022/06/30,2016/05/16,18066745.00,33255539.00,34554800.00,247300.00,16240755.00,30100,82.00,14.00,6.29,,,,,,,,,,,,,1.00,0.53,47
P156_01N_IDC1030,Drainage,Major Culvert,Culvert Major,2012/10/14,01N,P156,11.35,2022/06/30,2016/06/02,446675.00,758684.00,758683.50,0.00,312009.00,24450,,,,,5.8,5.35,0.50,,,,,,,,,,0.589,47
P156_02N_B3065,-,Bridge,Bridge,2012/10/20,02N,P156,8.50,2022/06/30,2016/05/17,17261641.00,31884886.00,32648870.00,42260.00,15344967.00,30100,82.80,13.10,6.10,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3166B,-,Bridge,Bridge,2012/10/24,02N,P156,30.30,2022/06/30,2016/05/12,35443341.00,63858412.00,67956170.00,573430.00,31939397.00,30100,122.70,18.40,5.91,,,,,,,,,,,,,1.00,0.53,47
P156_01N_BB1055,-,Bridge,Bridge,2012/10/19,01N,P156,2.60,2022/06/30,2016/06/04,6871552.00,12445391.00,12986950.00,11530.00,6103864.00,30100,15.30,28.20,5.69,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3177B,-,Bridge,Bridge,2012/10/25,02N,P156,35.10,2022/06/30,2016/05/12,56795525.00,104333728.00,107206900.00,24120.00,50387227.00,30100,75.30,47.30,6.08,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3179,-,Bridge,Bridge,2012/10/25,02N,P156,0.80,2022/06/30,2016/05/11,25197837.00,46177175.00,47777730.00,124360.00,22455531.00,30100,85.80,18.50,6.08,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3064,-,Bridge,Bridge,2012/10/20,02N,P156,6.50,2022/06/30,2016/04/20,24547202.00,43092161.00,46859680.00,288430.00,22024048.00,30100,112.00,13.90,6.09,,,,,,,,,,,,,1.00,0.53,47
P156_01N_IDC1021,Drainage,Major Culvert,Culvert Major,2012/10/14,01N,P156,10.95,2022/06/30,2016/06/02,662436.00,1067436.00,1128368.00,1890.00,464041.00,24450,,,,,7.1,6.5,1.00,,,,,,,,,,0.589,47
P156_02N_B3063B,Klip River,Bridge,Bridge,2012/10/20,02N,P156,4.20,2022/06/30,2016/04/20,5601023.00,10143905.00,10705970.00,73140.00,5031805.00,30100,20.80,17.10,3.76,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3031A,-,Bridge,Bridge,2012/10/21,02N,P156,19.63,2022/06/30,2016/05/16,2370455.00,4100884.00,4556538.00,44510.00,2141573.00,30100,8.70,17.40,5.52,,,,,,,,,,,,,1.00,0.53,47
P156_02N_B3749,-,Bridge,Bridge,2012/10/24,02N,P156,30.30,2022/06/30,2016/05/13,11361863.00,20569118.00,21529330.00,48680.00,10118783.00,30100,54.60,13.10,5.35,,,,,,,,,,,,,1.00,0.53,47
